item_id,title,price_raw,tags_raw,review_raw,cover_url
2507950,三角洲行动,免费,"[113, 1663, 4182, 1199779, 128, 1774, 1685]","褒贬不一<br>此游戏的 47,040 篇用户评测中有 41% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2507950/521d834f17eea8c44d6f86fd4c2b60ad8488d5ac/capsule_231x87_schinese.jpg?t=1764036796
2050650,Resident Evil 4,¥79.20,"[1667, 19, 3814, 3978, 4182, 1659, 1742]","好评如潮<br>此游戏的 28,832 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2050650/capsule_231x87.jpg?t=1736385712
552990,World of Warships,免费,"[113, 4994, 19, 1685, 1708, 3843, 3859]","褒贬不一<br>此游戏的 58,649 篇用户评测中有 65% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/552990/11b7d26845570ef774548e353296d71bb6da11c5/capsule_231x87.jpg?t=1764353059
2208920,刺客信条：英灵殿,¥29.80,"[1695, 19, 122, 21, 4182, 11634, 3859]","褒贬不一<br>此游戏的 4,808 篇用户评测中有 53% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2208920/capsule_231x87.jpg?t=1754572990
3159330,刺客信条：影,¥174.00,"[19, 21, 1695, 7208, 1688, 1687, 3993]","多半好评<br>此游戏的 4,712 篇用户评测中有 70% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3159330/629a283cc3a8aec0789f0eac852d663772e3b626/capsule_231x87_alt_assets_1_schinese.jpg?t=1765448238
582160,刺客信条：起源,¥29.80,"[1695, 4376, 19, 122, 1687, 4036, 21]","特别好评<br>此游戏的 36,925 篇用户评测中有 85% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/582160/capsule_231x87.jpg?t=1758656690
3240220,Grand Theft Auto V 增强版,¥98.56,"[1695, 12095, 19, 3859, 6378, 5611, 1774]","多半好评<br>此游戏的 34,204 篇用户评测中有 76% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3240220/a318bd9affe8eee32984b18794b273c256e9b2d6/capsule_231x87.jpg?t=1765479644
3764200,Resident Evil Requiem,¥348.00,"[3978, 3814, 1667, 1663, 19, 1659, 4106]",,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3764200/64f506b9b6210df6055136e7017f2082957e5b22/capsule_231x87.jpg?t=1765524069
431960,Wallpaper Engine：壁纸引擎,¥22.90,"[5611, 87, 4085, 8013, 84, 872, 3839]","好评如潮<br>此软件的 399,155 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/431960/capsule_231x87_schinese.jpg?t=1739211362
518790,《猎人：荒野的召唤™》,¥7.70,"[9564, 1695, 3859, 30358, 1654, 1687, 1663]","特别好评<br>此游戏的 43,475 篇用户评测中有 84% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/518790/af9ab5369eb211a2d08537480736f622ddc1d29b/capsule_231x87_alt_assets_24_schinese.jpg?t=1765292276
477160,人类一败涂地 / Human Fall Flat,¥17.40,"[1685, 4136, 1664, 21, 3968, 3859, 3810]","特别好评<br>此游戏的 80,114 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/477160/d3a3e225880122615c68e409d1650de792c5505e/capsule_231x87_schinese.jpg?t=1764588140
2246340,Monster Hunter Wilds,¥191.40,"[9564, 19, 3859, 3843, 1685, 4747, 9551]","差评如潮<br>此游戏的 45,828 篇用户评测中有 19% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/970508d58e4f11f6f9ff3e2921b7eec558a50af8/capsule_231x87.jpg?t=1765526418
391220,Rise of the Tomb Raider™,¥14.70,"[21, 19, 7208, 4182, 1697, 3834, 1695]","好评如潮<br>此游戏的 45,499 篇用户评测中有 95% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/391220/capsule_231x87.jpg?t=1759170749
2750780,月华辉映之刻,¥44.66,"[122, 7208, 3799, 6971, 9551, 3964, 24003]",好评如潮<br>此游戏的 586 篇用户评测中有 95% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2750780/capsule_231x87.jpg?t=1765473299
812140,Assassin's Creed® Odyssey,¥44.70,"[1695, 122, 4182, 3987, 19, 4376, 1697]","特别好评<br>此游戏的 51,265 篇用户评测中有 86% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/812140/capsule_231x87_schinese.jpg?t=1758656673
1808500,ARC Raiders,¥199.64,"[1199779, 1775, 3859, 6730, 3814, 3835, 3843]","褒贬不一<br>此游戏的 2,605 篇用户评测中有 67% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1808500/542a243d39bd7ed791359be9e96c82f419b81475/capsule_231x87_alt_assets_0.jpg?t=1765441443
1446780,MONSTER HUNTER RISE,¥39.60,"[19, 3843, 4747, 9564, 122, 3859, 4231]","多半好评<br>此游戏的 20,385 篇用户评测中有 75% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1446780/capsule_231x87.jpg?t=1734977993
3167020,逃离鸭科夫,¥51.04,"[21, 19, 1199779, 4637, 353880, 1774, 3834]","特别好评<br>此游戏的 47,232 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3167020/48a2c5ada59acf3693fd4944cd0bd9e723b258b0/capsule_231x87_schinese.jpg?t=1764328964
3472040,NBA 2K26,¥166.05,"[16250, 701, 1746, 599, 5055, 4191, 3859]","褒贬不一<br>此游戏的 2,006 篇用户评测中有 42% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3472040/634966546babbfa80bd09817a41d015075fde0f0/capsule_231x87_alt_assets_1.jpg?t=1764346316
3606480,Call of Duty®: Black Ops 7,¥348.00,"[19, 1774, 1663, 4667, 1659, 3859, 4182]",褒贬不一<br>此游戏的 336 篇用户评测中有 49% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3606480/bbdbbfce8a336864a974ee49419dabb6ccce5793/capsule_231x87_schinese.jpg?t=1765589367
1943950,Escape the Backrooms,¥29.60,"[1667, 3859, 3843, 1721, 1685, 3978, 3839]","特别好评<br>此游戏的 23,360 篇用户评测中有 92% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1943950/6f3b1691cc04c45eea651c42a4a3b4a30c062359/capsule_231x87_alt_assets_1.jpg?t=1765517461
594650,猎杀：对决 1896,¥57.60,"[1199779, 3859, 1663, 1775, 5711, 1708, 1695]","褒贬不一<br>此游戏的 28,728 篇用户评测中有 62% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/594650/cffddc8edba9e6f964f580f4e3e5495fe52e0da6/capsule_231x87_alt_assets_22.jpg?t=1765546692
582010,Monster Hunter: World,¥48.84,"[1685, 3859, 19, 1695, 122, 4747, 1697]","特别好评<br>此游戏的 110,341 篇用户评测中有 84% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/582010/capsule_231x87.jpg?t=1758246558
1203220,永劫无间,免费,"[176981, 3859, 6915, 5611, 1775, 19, 7208]","多半好评<br>此游戏的 246,845 篇用户评测中有 72% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1203220/da2187b27eb77219a10d9b9c2431dff7b379fa74/capsule_231x87_schinese.jpg?t=1762333104
1623730,Palworld / 幻兽帕鲁,¥81.00,"[1695, 1662, 916648, 3859, 1100689, 3843, 1702]","特别好评<br>此游戏的 95,060 篇用户评测中有 91% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1623730/c5806289105932d9729d1ccba4bd5fc6158078af/capsule_231x87_schinese.jpg?t=1764860671
2358720,黑神话：悟空,¥268.00,"[16094, 4231, 19, 29482, 122, 3993, 1742]","好评如潮<br>此游戏的 751,280 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2358720/801e841a7975fc29967e30cf799084f4b2987b77/capsule_231x87_schinese.jpg?t=1760601605
570,Dota 2,免费,"[113, 1718, 3859, 9, 5055, 5711, 3878]","多半好评<br>此游戏的 200,774 篇用户评测中有 78% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/570/capsule_231x87.jpg?t=1762820658
502500,ACE COMBAT™ 7: SKIES UNKNOWN,¥21.44,"[15045, 92092, 4168, 1678, 1774, 1773, 4145]","特别好评<br>此游戏的 9,697 篇用户评测中有 87% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/502500/capsule_231x87.jpg?t=1737108523
728880,Overcooked! 2,¥24.50,"[3859, 3843, 3841, 1685, 597, 3920, 4136]","特别好评<br>此游戏的 25,737 篇用户评测中有 86% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/728880/capsule_231x87.jpg?t=1764005782
3527290,PEAK,¥33.00,"[3859, 3843, 1685, 3968, 3834, 21, 3839]","特别好评<br>此游戏的 10,323 篇用户评测中有 84% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3527290/1844964d7a353e50eb3cc979ea922729d8c1b0ad/capsule_231x87.jpg?t=1764003551
3357650,PRAGMATA,¥268.00,"[4726, 4136, 19, 21, 3942, 3814, 4106]",,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3357650/3e7cf55cf72a980ac94cf45d4212e8f0cb566f7f/capsule_231x87.jpg?t=1765530414
750920,Shadow of the Tomb Raider: Definitive Edition,¥19.60,"[21, 19, 7208, 4182, 1695, 1697, 1742]","特别好评<br>此游戏的 18,399 篇用户评测中有 82% 为好评。<br><br>此产品在一个或多个时间段内出现跑题评测活动。这些时间段内的评测已按您的偏好设置不计入此产品的总体评价。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/750920/capsule_231x87.jpg?t=1765239925
588650,Dead Cells,¥40.00,"[21, 42804, 1628, 3964, 1716, 3871, 29482]","好评如潮<br>此游戏的 53,222 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/588650/capsule_231x87.jpg?t=1761123066
1086940,博德之门3,¥298.00,"[122, 4747, 6426, 1742, 4325, 14153, 4474]","好评如潮<br>此游戏的 77,907 篇用户评测中有 96% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1086940/3dd81008e9c385caf68152450c22353f6a8abec9/capsule_231x87.jpg?t=1765505948
2622380,艾尔登法环 黑夜君临,¥198.00,"[29482, 3843, 3859, 1716, 4182, 1685, 6730]","褒贬不一<br>此游戏的 14,367 篇用户评测中有 65% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2622380/8ebc4260af27bc55ba8b88982fd7eb7f970d43c9/capsule_231x87.jpg?t=1764808750
252490,Rust,¥69.00,"[1662, 1702, 3859, 1695, 1100689, 1643, 1775]","多半好评<br>此游戏的 19,223 篇用户评测中有 74% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/252490/21aac0b6e20e1ba12f635e7deb730e32a51afbd5/capsule_231x87.jpg?t=1761667247
1984270,数码宝贝物语 时空异客,¥238.40,"[122, 4434, 916648, 10695, 4085, 4191, 5652]","多半好评<br>此游戏的 1,461 篇用户评测中有 70% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1984270/e61b21c588c902640bc9fb6566ca3105aedc0947/capsule_231x87_schinese.jpg?t=1765257064
413150,Stardew Valley,¥48.00,"[87918, 3964, 3859, 10235, 122, 1654, 599]","好评如潮<br>此游戏的 168,512 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/413150/capsule_231x87.jpg?t=1754692865
379430,Kingdom Come: Deliverance,¥22.20,"[4172, 122, 1695, 4182, 4175, 3987, 1742]","多半好评<br>此游戏的 22,183 篇用户评测中有 78% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/379430/capsule_231x87.jpg?t=1762938039
2807960,战地风云™ 6,¥268.00,"[1663, 3859, 19, 4168, 4182, 1678, 1774]","多半差评<br>此游戏的 37,085 篇用户评测中有 36% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2807960/d7ae078e0a543a97ff5a5d72165999535b0b1cdc/capsule_231x87.jpg?t=1765583938
2384580,真・三国无双 起源,¥331.80,"[1646, 4777, 4684, 6915, 4231, 122, 323922]","特别好评<br>此游戏的 8,884 篇用户评测中有 92% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2384580/8d38943b06bb8c840c54fb14e31d42ea636d08b5/capsule_231x87_schinese.jpg?t=1762914160
275850,No Man's Sky 无人深空,¥70.00,"[1695, 1755, 1100689, 3834, 3942, 1662, 5125]","特别好评<br>此游戏的 44,602 篇用户评测中有 87% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/275850/265980e5d25914ca92cae52b6f5d587b39152d15/capsule_231x87_alt_assets_25.jpg?t=1763984433
2001120,双影奇境,¥198.00,"[1685, 10816, 3841, 7208, 4106, 3843, 5395]","好评如潮<br>此游戏的 34,166 篇用户评测中有 98% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2001120/1988bcdc421d71cbe4c8c07940967e7a0cd752be/capsule_231x87.jpg?t=1763484567
386940,超级鸡马,¥19.25,"[3859, 7108, 4136, 3841, 1625, 7178, 1775]","特别好评<br>此游戏的 6,925 篇用户评测中有 94% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/386940/capsule_231x87.jpg?t=1765298731
774181,Rhythm Doctor 节奏医生,¥51.00,"[1752, 1621, 3964, 8122, 1742, 19, 492]","好评如潮<br>此游戏的 9,792 篇用户评测中有 98% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/774181/capsule_231x87_schinese.jpg?t=1765312301
1142710,全面战争：战锤3,¥208.50,"[9, 1741, 4364, 1676, 1684, 3813, 1678]","褒贬不一<br>此游戏的 11,844 篇用户评测中有 62% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1142710/capsule_231x87.jpg?t=1764870033
322330,饥荒联机版,¥24.00,"[1662, 1100689, 3859, 1685, 1695, 21, 1702]","特别好评<br>此游戏的 126,167 篇用户评测中有 93% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/322330/2ee35cc972015318e5c75bd06bbb8a8a1c2f79f7/capsule_231x87_schinese.jpg?t=1763659146
1144400,千恋＊万花,¥48.40,"[24904, 3799, 9551, 3814, 3839, 4085, 597]","好评如潮<br>此游戏的 28,509 篇用户评测中有 98% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1144400/capsule_231x87_schinese.jpg?t=1752128014
1092790,邪恶冥刻,¥26.40,"[791774, 1666, 1742, 32322, 1667, 4342, 1664]","好评如潮<br>此游戏的 21,846 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1092790/capsule_231x87.jpg?t=1762447328
3548580,放松时光：与你共享Lo-Fi故事,¥39.00,"[597, 1654, 4166, 87, 4085, 9204, 3799]","好评如潮<br>此游戏的 3,757 篇用户评测中有 99% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3548580/f95866078c949670c7d85a84fe4ced25bc4e3462/capsule_231x87_schinese.jpg?t=1765622772
613100,房产达人,¥9.20,"[599, 84, 4182, 1643, 1654, 3810, 597]","特别好评<br>此游戏的 7,158 篇用户评测中有 88% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/613100/capsule_231x87_schinese.jpg?t=1765487941
2444750,梦之形,¥61.60,"[42804, 1685, 3959, 1646, 1720, 3859, 1716]","多半好评<br>此游戏的 3,016 篇用户评测中有 74% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2444750/6774df3f50234e8258afe72424325d38b214b53c/capsule_231x87_schinese.jpg?t=1765509241
1962663,使命召唤®：战争地带™,免费,"[113, 1663, 3859, 176981, 1774, 19, 4182]","多半差评<br>此游戏的 4,793 篇用户评测中有 25% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1962663/capsule_231x87_schinese.jpg?t=1764958183
1449850,Yu-Gi-Oh! Master Duel,免费,"[1666, 113, 9, 9271, 3859, 1775, 4085]","褒贬不一<br>此游戏的 9,509 篇用户评测中有 64% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1449850/ad3a63350da34ac0c78f93b0045ec063d1f1b3f4/capsule_231x87.jpg?t=1762309929
381210,黎明杀机,¥93.75,"[1667, 3859, 3978, 3843, 1685, 1662, 4345]","褒贬不一<br>此游戏的 90,692 篇用户评测中有 62% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/381210/capsule_231x87.jpg?t=1760636583
548430,深岩银河,¥27.00,"[7918, 1685, 6730, 1663, 5125, 4155, 1774]","特别好评<br>此游戏的 30,299 篇用户评测中有 94% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/548430/capsule_231x87_schinese.jpg?t=1763012556
294100,边缘世界 RimWorld,¥128.00,"[220585, 7332, 1662, 9, 12472, 3810, 4182]","好评如潮<br>此游戏的 24,408 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/294100/capsule_231x87.jpg?t=1762524275
880940,Pummel Party,¥58.00,"[3859, 4136, 4840, 3843, 7178, 1770, 8093]","特别好评<br>此游戏的 10,740 篇用户评测中有 89% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/880940/capsule_231x87.jpg?t=1725311353
1929290,啵点节奏 Bits & Bops,¥62.00,"[1752, 1621, 19, 8093, 5154, 4562, 552282]",特别好评<br>此游戏的 534 篇用户评测中有 93% 为好评。,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1929290/d497adc64505ede99efb5e304cd5103ab488ae95/capsule_231x87.jpg?t=1765749251
646570,Slay the Spire,¥22.00,"[1091588, 1666, 791774, 1716, 32322, 1677, 9]","好评如潮<br>此游戏的 64,643 篇用户评测中有 97% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/646570/capsule_231x87.jpg?t=1764833720
418370,Resident Evil 7 Biohazard,¥39.20,"[1667, 3978, 3839, 4182, 21978, 4345, 4166]","好评如潮<br>此游戏的 15,759 篇用户评测中有 95% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/418370/capsule_231x87.jpg?t=1728436752
2062430,BALL x PIT — 球比伦战记,¥46.40,"[19, 1773, 3959, 4885, 1716, 42804, 4255]","特别好评<br>此游戏的 1,599 篇用户评测中有 90% 为好评。<br><br>此产品的总体评价是基于您的偏好用以您语言撰写的评测计算得出的。",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2062430/93669476208e773101f9949b9e668322fc39ef85/capsule_231x87.jpg?t=1764122366
